timestamp,cycles,unroll,load_interleave,schedule,hash_interleave,block_group,speedup
2026-01-22T23:45:37,9615,4,1,stagewise,"(0, 0, 0)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(0, 0, 1)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(0, 0, 2)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(0, 0, 3)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(0, 1, 0)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(0, 1, 1)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(0, 1, 2)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(0, 1, 3)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(0, 2, 0)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(0, 2, 1)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(0, 2, 2)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(0, 2, 3)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(0, 3, 0)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(0, 3, 1)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(0, 3, 2)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(0, 3, 3)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(1, 0, 0)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(1, 0, 1)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(1, 0, 2)",1,15.36
2026-01-22T23:45:37,9615,4,1,stagewise,"(1, 0, 3)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(1, 1, 0)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(1, 1, 1)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(1, 1, 2)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(1, 1, 3)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(1, 2, 0)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(1, 2, 1)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(1, 2, 2)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(1, 2, 3)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(1, 3, 0)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(1, 3, 1)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(1, 3, 2)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(1, 3, 3)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(2, 0, 0)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(2, 0, 1)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(2, 0, 2)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(2, 0, 3)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(2, 1, 0)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(2, 1, 1)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(2, 1, 2)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(2, 1, 3)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(2, 2, 0)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(2, 2, 1)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(2, 2, 2)",1,15.36
2026-01-22T23:45:38,9615,4,1,stagewise,"(2, 2, 3)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(2, 3, 0)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(2, 3, 1)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(2, 3, 2)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(2, 3, 3)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(3, 0, 0)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(3, 0, 1)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(3, 0, 2)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(3, 0, 3)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(3, 1, 0)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(3, 1, 1)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(3, 1, 2)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(3, 1, 3)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(3, 2, 0)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(3, 2, 1)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(3, 2, 2)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(3, 2, 3)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(3, 3, 0)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(3, 3, 1)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(3, 3, 2)",1,15.36
2026-01-22T23:45:39,9615,4,1,stagewise,"(3, 3, 3)",1,15.36
2026-01-22T23:45:39,5359,4,1,stagewise,"(0, 0, 0)",2,27.57
2026-01-22T23:45:39,5359,4,1,stagewise,"(0, 0, 1)",2,27.57
2026-01-22T23:45:39,5359,4,1,stagewise,"(0, 0, 2)",2,27.57
2026-01-22T23:45:39,5359,4,1,stagewise,"(0, 0, 3)",2,27.57
2026-01-22T23:45:39,5359,4,1,stagewise,"(0, 1, 0)",2,27.57
2026-01-22T23:45:39,5359,4,1,stagewise,"(0, 1, 1)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(0, 1, 2)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(0, 1, 3)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(0, 2, 0)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(0, 2, 1)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(0, 2, 2)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(0, 2, 3)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(0, 3, 0)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(0, 3, 1)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(0, 3, 2)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(0, 3, 3)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(1, 0, 0)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(1, 0, 1)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(1, 0, 2)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(1, 0, 3)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(1, 1, 0)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(1, 1, 1)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(1, 1, 2)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(1, 1, 3)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(1, 2, 0)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(1, 2, 1)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(1, 2, 2)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(1, 2, 3)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(1, 3, 0)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(1, 3, 1)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(1, 3, 2)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(1, 3, 3)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(2, 0, 0)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(2, 0, 1)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(2, 0, 2)",2,27.57
2026-01-22T23:45:40,5359,4,1,stagewise,"(2, 0, 3)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(2, 1, 0)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(2, 1, 1)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(2, 1, 2)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(2, 1, 3)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(2, 2, 0)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(2, 2, 1)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(2, 2, 2)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(2, 2, 3)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(2, 3, 0)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(2, 3, 1)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(2, 3, 2)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(2, 3, 3)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(3, 0, 0)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(3, 0, 1)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(3, 0, 2)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(3, 0, 3)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(3, 1, 0)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(3, 1, 1)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(3, 1, 2)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(3, 1, 3)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(3, 2, 0)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(3, 2, 1)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(3, 2, 2)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(3, 2, 3)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(3, 3, 0)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(3, 3, 1)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(3, 3, 2)",2,27.57
2026-01-22T23:45:41,5359,4,1,stagewise,"(3, 3, 3)",2,27.57
2026-01-22T23:45:41,5375,4,1,stagewise,"(0, 0, 0)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(0, 0, 1)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(0, 0, 2)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(0, 0, 3)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(0, 1, 0)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(0, 1, 1)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(0, 1, 2)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(0, 1, 3)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(0, 2, 0)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(0, 2, 1)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(0, 2, 2)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(0, 2, 3)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(0, 3, 0)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(0, 3, 1)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(0, 3, 2)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(0, 3, 3)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(1, 0, 0)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(1, 0, 1)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(1, 0, 2)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(1, 0, 3)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(1, 1, 0)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(1, 1, 1)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(1, 1, 2)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(1, 1, 3)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(1, 2, 0)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(1, 2, 1)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(1, 2, 2)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(1, 2, 3)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(1, 3, 0)",3,27.49
2026-01-22T23:45:42,5375,4,1,stagewise,"(1, 3, 1)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(1, 3, 2)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(1, 3, 3)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(2, 0, 0)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(2, 0, 1)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(2, 0, 2)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(2, 0, 3)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(2, 1, 0)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(2, 1, 1)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(2, 1, 2)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(2, 1, 3)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(2, 2, 0)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(2, 2, 1)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(2, 2, 2)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(2, 2, 3)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(2, 3, 0)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(2, 3, 1)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(2, 3, 2)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(2, 3, 3)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(3, 0, 0)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(3, 0, 1)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(3, 0, 2)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(3, 0, 3)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(3, 1, 0)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(3, 1, 1)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(3, 1, 2)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(3, 1, 3)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(3, 2, 0)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(3, 2, 1)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(3, 2, 2)",3,27.49
2026-01-22T23:45:43,5375,4,1,stagewise,"(3, 2, 3)",3,27.49
2026-01-22T23:45:44,5375,4,1,stagewise,"(3, 3, 0)",3,27.49
2026-01-22T23:45:44,5375,4,1,stagewise,"(3, 3, 1)",3,27.49
2026-01-22T23:45:44,5375,4,1,stagewise,"(3, 3, 2)",3,27.49
